loading annotations into memory...
Done (t=0.98s)
(1, 'checkbooks')
(1, 'check-up')
(1, 'chearleading')
(1, 'cheapside')
(1, 'cheaply')
(1, 'chcoolate')
(1, 'chatted')
(1, 'chassis')
(1, 'chartered')
(1, 'charro,')
(1, 'charred')
(1, 'charleston')
(1, 'charles')
(1, 'charging"')
(1, 'charcuterie,')
(1, 'charaters')
(1, 'charater')
(1, 'characters,')
(1, 'characteristics')
(1, "character's")
(1, 'char,')
(1, 'chapstick')
(1, 'chaple')
(1, 'chaotic')
(1, 'changer')
(1, 'changebag')
(1, 'changeable')
(1, 'change,')
(1, 'chandlier')
(1, 'chandeliers,')
(1, 'chandalier')
(1, 'chanced')
(1, 'champs-elysees')
(1, 'champs')
(1, 'champagnes')
(1, 'champ')
(1, 'chamomile')
(1, 'challenges')
(1, 'challenged')
(1, 'chalky-white')
(1, 'chalices')
(1, 'chait')
(1, 'chaises')
(1, 'chairseat')
(1, 'chairs,and')
(1, 'chairlifts,')
(1, 'chairing')
(1, 'chair/ottoman,')
(1, 'chair,couch')
(1, 'chainmail')
(1, 'chainlink')
(1, 'chain,')
(1, 'chafing')
(1, 'chaffers')
(1, 'chacarita')
(1, 'cg')
(1, 'ceviche')
(1, 'cespedes')
(1, 'cesna')
(1, 'ceromony')
(1, 'cermony')
(1, 'ceramic-like')
(1, 'centuries')
(1, 'centre"')
(1, 'centering')
(1, 'cent/per')
(1, 'cent')
(1, 'censored')
(1, 'cenent')
(1, 'cemetery,')
(1, 'cemetery"')
(1, 'cemented')
(1, 'cement-mixer')
(1, 'cement,')
(1, 'cellpoen')
(1, 'celll')
(1, 'celling')
(1, 'cell-phone,')
(1, 'cell-like')
(1, 'cell,')
(1, 'celestial')
(1, 'celeri')
(1, 'celebrations,')
(1, 'celebration,')
(1, 'celebrating;')
(1, 'ceilings,and')
(1, 'ceilings,')
(1, 'cede')
(1, 'cedars')
(1, 'cdonuts')
(1, 'ccouple')
(1, 'ccomputer')
(1, 'cayenne')
(1, 'cavort')
(1, 'cavity')
(1, 'cavalcade')
(1, 'cautious')
(1, 'caulking')
(1, 'cauliflowers')
(1, 'cauliflour')
(1, 'cauldrens')
(1, 'catwalk')
(1, 'catseye')
(1, 'cats"')
(1, 'caton')
(1, 'catnip')
(1, 'catnapping')
(1, 'cathredal')
(1, 'cathode')
(1, 'cathedral-like')
(1, 'caterer')
(1, 'cater')
(1, 'categorized')
(1, 'cate')
(1, 'catchup,')
(1, 'catchup')
(1, 'catchng')
(1, 'catchier')
(1, 'catchall')
(1, 'catch,')
(1, 'catbeds')
(1, 'catatonic')
(1, 'catapulting')
(1, 'catamarans')
(1, 'catalogue')
(1, 'catalogs')
(1, 'catalina')
(1, 'cat6ching')
(1, 'cat-shaped')
(1, 'castles')
(1, 'castle-styled')
(1, 'castle-inspired')
(1, 'castle-esque')
(1, 'castle,')
(1, 'casters')
(1, 'caster')
(1, 'cassettes')
(1, 'casseroles')
(1, 'casserole,')
(1, 'cassarole')
(1, 'casper')
(1, 'caskets')
(1, 'casket')
(1, 'cask')
(1, 'casings')
(1, 'cashing')
(1, 'cashier')
(1, 'cashews,')
(1, 'caserole')
(1, 'caryring')
(1, 'carver')
(1, 'carve')
(1, 'carts,')
(1, 'cartoonie')
(1, 'cartooned')
(1, 'carted')
(1, 'cart/')
(1, 'carry-bag')
(1, "carry's")
(1, 'carrotswith')
(1, 'carror')
(1, 'carrier,')
(1, 'carrier"')
(1, 'carrid')
(1, 'carpets,')
(1, 'carpetless')
(1, 'carpet,sofaa')
(1, 'carpers,')
(1, 'carpentry')
(1, 'carpenter')
(1, 'carpark')
(1, 'carouse')
(1, 'caroling')
(1, 'carolina')
(1, 'carml')
(1, 'carmet')
(1, 'carmelizing')
(1, 'carlton')
(1, 'carload')
(1, 'carless')
(1, 'cargo"')
(1, 'caretaker')
(1, 'caressing')
(1, 'caresses')
(1, 'cares')
(1, 'career')
(1, 'careens')
(1, 'careen')
(1, "cardinal's")
(1, 'cardiff')
(1, 'card,')
(1, 'carcass,')
(1, 'carbonara')
(1, 'carbohydrates')
(1, 'carboard')
(1, 'carb-laden')
(1, 'caramell')
(1, 'caramelized')
(1, 'caramel,')
(1, 'carafe,')
(1, 'car;')
(1, 'car/')
(1, 'car-lined')
(1, 'capybara')
(1, 'captivity,')
(1, 'captivating')
(1, 'captions')
(1, 'captains')
(1, "captain's")
(1, 'capsule')
(1, 'capsicum')
(1, 'cappucinoes')
(1, 'cappacino')
(1, 'capitol,')
(1, 'capitalism')
(1, 'capistrano')
(1, 'capinets')
(1, 'capes')
(1, 'capers,')
(1, 'caper')
(1, 'cape,')
(1, 'capboard')
(1, 'capartment')
(1, 'capability')
(1, 'canvass')
(1, 'canvases')
(1, 'cants')
(1, 'cantering')
(1, 'canter')
(1, 'canteloupe,')
(1, 'canopy,')
(1, 'canope')
(1, 'canoodling')
(1, 'canoeist')
(1, "canoe's")
(1, 'canister;')
(1, 'caned')
(1, 'candycanes')
(1, 'candlesticks,')
(1, 'candlestick')
(1, 'candlestand')
(1, 'candidate')
(1, 'candels')
(1, 'canary')
(1, 'cananda')
(1, 'canalope,')
(1, 'canada"')
(1, 'can-am')
(1, 'camrea')
(1, 'camra')
(1, 'camperific')
(1, 'camped')
(1, 'campartments')
(1, 'camp,')
(1, "camp's")
(1, 'camouflaging')
(1, 'camouflage,')
(1, 'camoflague')
(1, 'cammies')
(1, 'cameras,')
(1, 'cameraperson')
(1, 'cameramen')
(1, "cameraman's")
(1, "camera's")
(1, 'camels')
(1, 'camelflage')
(1, 'camea')
(1, 'came;')
(1, 'camden')
(1, 'camaro')
(1, 'camaflouge')
(1, 'camaflogue')
(1, 'calvert')
(1, 'caluiflower')
(1, 'calories,')
(1, 'calorie')
(1, 'calming')
(1, 'calm,')
(1, 'caller')
(1, 'calk')
(1, 'califlower')
(1, "calf's")
(1, 'calculations')
(1, 'calcott')
(1, 'calamari')
(1, 'cakeslice')
(1, 'cake-like')
(1, 'cake-decorating')
(1, "cake's")
(1, 'cake"')
(1, 'cake!')
(1, 'cajun')
(1, 'cahir')
(1, 'cahin')
(1, 'caffe')
(1, 'cafeteria-styled')
(1, 'cafeteraia')
(1, 'cafe,')
(1, "caesar's")
(1, 'cadillac')
(1, 'cadies')
(1, 'caddy,')
(1, 'cactus-like')
(1, "cactus's")
(1, 'cacophony')
(1, 'cacheur')
(1, 'cabose')
(1, 'cabooses')
(1, 'cabits')
(1, 'cabinettes')
(1, 'cabin-like')
(1, 'cabin,')
(1, 'cabin"')
(1, 'cabernet')
(1, 'cabbage,leeks,')
(1, 'cabbage)')
(1, 'cabana')
(1, 'caat')
(1, 'c3po')
(1, 'c3p0')
(1, 'c-gthl')
(1, 'c,ay')
(1, 'c++"')
(1, 'c&a')
(1, 'byway')
(1, 'bypass')
(1, 'bycycle')
(1, 'bycicle')
(1, 'bwall')
(1, 'buzzing')
(1, 'buzzard')
(1, 'buyers')
(1, 'buuilding')
(1, 'buttons,')
(1, 'buttoning')
(1, 'butting,')
(1, 'buttermilk')
(1, 'butterfly-shaped')
(1, 'buts')
(1, 'butoniere')
(1, 'butler')
(1, 'butetourt')
(1, 'bute')
(1, 'butchering')
(1, 'butchered')
(1, 'butcher-block')
(1, "butcher's")
(1, 'butch')
(1, 'but,')
(1, 'busy,lots')
(1, 'bustop')
(1, 'bustles')
(1, 'buster')
(1, 'busstop')
(1, 'bussess')
(1, 'buskers')
(1, 'busing')
(1, "businessman's")
(1, 'businessan')
(1, 'business-causal')
(1, 'business-attired')
(1, "business's")
(1, 'busies')
(1, 'bushy,')
(1, 'bushels,')
(1, "bush's")
(1, 'buses)')
(1, 'buses"')
(1, 'buscuit')
(1, 'bus;')
(1, 'bus/boat')
(1, 'bus-boat')
(1, 'burying')
(1, 'bursts')
(1, 'bursting')
(1, 'bursons')
(1, 'burs')
(1, 'burrs')
(1, 'burrowed')
(1, 'burroughs')
(1, 'burro')
(1, "burritoto's")
(1, 'burrito,')
(1, 'burried')
(1, 'burnt,')
(1, 'burma"')
(1, 'burkas')
(1, 'burka')
(1, 'buring')
(1, 'burger-like')
(1, 'burgandy')
(1, 'burdens,')
(1, 'burd')
(1, 'bur')
(1, 'buoyant')
(1, 'bunyan')
(1, 'bunts')
(1, 'bunny-shaped')
(1, 'bunnie')
(1, 'bunks')
(1, 'bunker')
(1, 'bunked')
(1, 'bundled,')
(1, 'bundle,')
(1, 'bunchs')
(1, 'bunching')
(1, 'bunches,')
(1, 'bunch,')
(1, 'bumpy')
(1, 'bumpers')
(1, 'bumped')
(1, 'bumch')
(1, 'bumbled')
(1, 'bumber')
(1, 'bumb')
(1, 'bullseye')
(1, 'bulls-eye')
(1, 'bullion,')
(1, 'bulling')
(1, 'bullhead')
(1, 'bullfight')
(1, 'bulletins')
(1, 'bullding')
(1, 'bull/cow')
(1, 'bull-like')
(1, 'bulkie')
(1, 'bulit')
(1, 'bulgy')
(1, 'bulger')
(1, 'bule')
(1, 'bulbous,')
(1, 'buket')
(1, 'buisiness')
(1, 'built-ins')
(1, 'builidng')
(1, 'builiding')
(1, 'buildng')
(1, 'buildling')
(1, 'buildinig')
(1, 'buildingon')
(1, 'building/')
(1, 'buildiing')
(1, 'buildig')
(1, 'buidlings')
(1, 'buidings')
(1, 'buick')
(1, 'buggy,')
(1, "buggy's")
(1, 'bugeyed')
(1, 'buffett')
(1, 'buffalo,')
(1, "buffalo's")
(1, 'buff-colored')
(1, 'buff')
(1, 'bueaty')
(1, 'buds,')
(1, 'budlight')
(1, 'budapest')
(1, 'bucnh')
(1, 'buckling')
(1, 'buca')
(1, 'bside')
(1, 'bryson"')
(1, 'brwon')
(1, 'brussell')
(1, 'brushel')
(1, 'brunette,')
(1, 'brulee')
(1, 'bruit')
(1, 'bruising')
(1, 'bruises')
(1, 'bruise')
(1, 'bruce')
(1, 'brthday')
(1, 'brows,')
(1, 'brows')
(1, 'brownsville,')
(1, 'browns,green,black')
(1, 'brownish-black')
(1, 'brownies,')
(1, 'brown-spotted')
(1, 'brown-colored')
(1, 'brown,dry')
(1, 'brothe')
(1, 'bros"')
(1, 'brooms')
(1, 'broome')
(1, 'brooks')
(1, 'bronzes')
(1, 'bronzed')
(1, 'bronx')
(1, 'bronc')
(1, 'broken-down')
(1, 'brocery')
(1, 'brocelli')
(1, 'broccooli')
(1, 'broccoloi')
(1, 'broccolit')
(1, 'broccolis')
(1, 'broccolini')
(1, 'broccoli/cauliflower')
(1, 'broccoli,cauliflower,')
(1, 'broccoli,beans')
(1, "broccoli's")
(1, 'broccoili')
(1, 'broccoflower')
(1, 'brocclie,')
(1, 'broccilli')
(1, 'broadway,')
(1, 'broadcaster')
(1, 'broad)')
(1, 'brittle')
(1, 'brital')
(1, 'bristrol')
(1, 'bristol')
(1, 'bristlecone')
(1, 'brissles')
(1, 'brisket,')
(1, 'brishton')
(1, 'brink')
(1, 'brightens')
(1, 'brigade')
(1, 'briefing')
(1, 'brie')
(1, 'bridled,')
(1, 'bridge,traversing')
(1, 'bridegroom')
(1, 'bridege')
(1, 'bride/bridesmaid')
(1, 'bride,')
(1, 'bricks,')
(1, 'brickl')
(1, 'brick-walled')
(1, 'brick-paved')
(1, 'brick-a-brac')
(1, 'brger')
(1, 'brewing')
(1, 'brewer')
(1, 'brew')
(1, 'brenda"')
(1, 'breezeway')
(1, 'breeding')
(1, 'breathtaking')
(1, 'breathing')
(1, 'breather')
(1, 'breathe')
(1, 'breastfeeds')
(1, 'breastfeeding')
(1, 'breas,')
(1, 'breakwater')
(1, 'breakroom')
(1, 'breakfest')
(1, 'breakfasts')
(1, 'breakfast;')
(1, 'breakers,')
(1, 'breakers')
(1, 'breafast')
(1, 'breadsticks,')
(1, 'breadsticks')
(1, 'breading')
(1, 'breadfast')
(1, 'breaded,')
(1, 'breadbox')
(1, 'breadbasket')
(1, 'bread/pizza')
(1, 'bread-stuffs')
(1, 'bread-based')
(1, 'bread,sliced')
(1, 'bread,beans,corn')
(1, 'breach')
(1, 'brazing')
(1, 'brazilian')
(1, 'brazil')
(1, 'bravely')
(1, 'bratwursts')
(1, 'bratwurst,')
(1, 'bratts')
(1, 'brat')
(1, 'brap')
(1, 'branhces')
(1, 'brandon"')
(1, 'brandon')
(1, 'brandishes')
(1, 'brand-news')
(1, 'branches)')
(1, 'branch,in')
(1, 'brances')
(1, 'brance')
(1, 'brain')
(1, 'brahman')
(1, 'bradock')
(1, 'braddock')
(1, 'brad')
(1, 'braclet,')
(1, 'bracing')
(1, 'bracelet,')
(1, 'bparder')
(1, 'boywearing')
(1, 'boyue')
(1, 'boysenberry')
(1, 'boyscout')
(1, "boys'")
(1, 'boyne')
(1, 'boyfriends')
(1, 'boyds')
(1, 'boy"')
(1, 'boxed,')
(1, 'box:')
(1, 'box,packets')
(1, 'box"')
(1, 'bowtie,')
(1, 'bown')
(1, 'bowling,')
(1, 'bowle')
(1, 'bowl,grapes,banana')
(1, 'bowel,')
(1, 'bowed,')
(1, 'bow,')
(1, 'boutiques')
(1, 'boutique"')
(1, 'boutineer')
(1, 'bouquet,')
(1, 'bouque')
(1, 'bountifully')
(1, 'boundry')
(1, 'bouncer')
(1, 'boulder,')
(1, 'boul')
(1, 'bouitannire')
(1, 'bough')
(1, 'boudoir')
(1, 'bottoms,')
(1, 'bottommost')
(1, 'bottomed')
(1, 'bottles,tub,bucket,towel')
(1, 'bottle,a')
(1, 'botom')
(1, 'botles')
(1, 'botle')
(1, 'boths')
(1, 'bothering')
(1, 'bothered')
(1, 'botanical')
(1, 'boss"')
(1, 'bosch')
(1, 'bos')
(1, 'borrom')
(1, 'born,')
(1, 'boredom')
(1, 'border,')
(1, 'booting')
(1, 'bootie')
(1, 'boothe')
(1, 'boot-vase')
(1, 'boos')
(1, 'boon')
(1, 'booming')
(1, 'boomerang')
(1, 'boombox,')
(1, 'boombox')
(1, 'bookshop')
(1, 'bookshelve')
(1, 'books,a')
(1, 'bookplates')
(1, 'booklets')
(1, 'bookends,')
(1, 'bookend')
(1, 'book-lined')
(1, 'book-holder')
(1, 'book-bag')
(1, 'book,remote,newspaper')
(1, 'book,picture')
(1, 'boogy')
(1, 'boogie/body')
(1, 'boogers')
(1, 'booed')
(1, 'bonk')
(1, 'bongo')
(1, 'bonding')
(1, 'bombarded')
(1, 'bolster')
(1, 'bologna')
(1, 'bolders')
(1, 'boiled,')
(1, 'boilder')
(1, 'bogeyed')
(1, 'boe')
(1, 'bodysurfing')
(1, 'bodysurf')
(1, 'bodysuit,')
(1, 'bodyshots')
(1, 'body-boarding')
(1, 'bodega')
(1, 'boddy')
(1, 'bobtailed')
(1, 'bobby')
(1, 'boba')
(1, 'boathouse')
(1, 'boath')
(1, 'boates,')
(1, 'boaters,')
(1, 'boated')
(1, 'boat-shaped')
(1, 'boat-filled')
(1, 'boas')
(1, 'boardshorts')
(1, 'boards"')
(1, 'boarding,')
(1, "boarder's")
(1, 'board"')
(1, 'boar,')
(1, 'boading')
(1, 'boaders')
(1, 'bnsf')
(1, 'bnp')
(1, 'bmx')
(1, 'blury')
(1, 'blurring')
(1, 'blunted')
(1, 'blunt')
(1, 'bluing')
(1, 'bluggage')
(1, 'bluetooth,and')
(1, 'blues,')
(1, 'bluejay')
(1, 'bluejacket')
(1, 'bluebag')
(1, 'blue/yellow')
(1, 'blue-toed')
(1, 'blue-stripped')
(1, 'blue-shaped')
(1, 'blue-painted')
(1, 'blue-green,')
(1, 'blue-dressed')
(1, 'blue-and-white')
(1, 'bluberries')
(1, 'blu')
(1, 'blown-out')
(1, 'blowfish')
(1, 'blow-up')
(1, 'blow-dry')
(1, 'blow-dries')
(1, 'blouses')
(1, 'blotter')
(1, 'blossomed')
(1, 'bloomers')
(1, 'blooding')
(1, 'blonder')
(1, 'blond-haired')
(1, 'blond,')
(1, 'blogger')
(1, 'blog')
(1, 'blocks,')
(1, 'blocker')
(1, 'blockage')
(1, 'blockading')
(1, 'blockade')
(1, 'block,')
(1, 'bloccoli')
(1, 'bloat')
(1, 'blissful')
(1, 'bliss')
(1, 'blinks')
(1, 'blindsided')
(1, 'blindfolds')
(1, 'blindfolded,')
(1, 'blimps')
(1, 'blimp')
(1, 'bleu-tiful')
(1, 'blessing')
(1, 'blender;')
(1, "blender's")
(1, 'bleeds')
(1, 'bleach')
(1, 'blazes')
(1, 'blazed')
(1, 'blasting')
(1, 'blaring')
(1, 'blanks')
(1, 'blankly')
(1, 'blanking')
(1, 'blankest')
(1, 'blankent')
(1, 'blanked,')
(1, 'blank-faced')
(1, 'blanet')
(1, 'blakc')
(1, 'blag')
(1, 'blades,')
(1, 'blad')
(1, 'blacktop,')
(1, 'blackstreet')
(1, 'blacksplash')
(1, 'blacksmith')
(1, 'blacks')
(1, 'blackpoll')
(1, 'blackout')
(1, 'blacklight')
(1, 'blackface')
(1, 'blackened,')
(1, 'blackbirds')
(1, 'blackberry,')
(1, 'blackbear')
(1, 'blackandwhite')
(1, 'black\\white')
(1, 'black/grey')
(1, 'black/grayish')
(1, 'black-haired')
(1, 'black-eyed')
(1, 'black-clad')
(1, 'black-brown')
(1, 'black-and')
(1, 'black&decker')
(1, 'black"')
(1, 'blac')
(1, 'bkue')
(1, 'biulding')
(1, 'bitumen')
(1, 'bitten,')
(1, 'biter')
(1, 'bite,')
(1, 'bit,')
(1, 'bistro')
(1, "bisons'")
(1, 'bisected')
(1, 'birthing')
(1, 'birthdays')
(1, 'birhtday')
(1, 'birhday')
(1, 'birghtly')
(1, 'birger')
(1, 'birdseed')
(1, 'birds-eye-seat')
(1, 'birdohouses')
(1, 'birdfeeder')
(1, 'bird-feeder')
(1, 'bird-eye')
(1, 'biome')
(1, 'biohazard')
(1, 'binter')
(1, 'bins,')
(1, 'binoculars,')
(1, 'binders,')
(1, 'binder,')
(1, 'bime')
(1, 'billshrink')
(1, 'bills,')
(1, "bills'")
(1, 'bills"')
(1, 'billiards')
(1, "bile's")
(1, 'bilding')
(1, 'bikini-clad')
(1, 'biking,')
(1, 'bikers,')
(1, 'biker-type')
(1, 'bikelane')
(1, 'biked')
(1, 'bike-ride')
(1, 'bike-related')
(1, 'bike-powered')
(1, 'bike"')
(1, 'bik')
(1, 'biird')
(1, 'biig')
(1, 'bigrig')
(1, 'bight')
(1, 'bigbus')
(1, 'big-wheeled,')
(1, 'big-screen')
(1, 'big-city')
(1, 'biere')
(1, 'biek')
(1, 'biege,')
(1, 'bie')
(1, 'bids')
(1, 'biding')
(1, 'bidet,and')
(1, 'bide')
(1, "bid's")
(1, 'bicylce')
(1, 'bicycle-pulled')
(1, 'bicycle-like')
(1, 'bicy')
(1, 'bicuts,')
(1, 'biciclists')
(1, 'biched')
(1, 'biblical')
(1, 'biathlete')
(1, 'biathelete')
(1, 'biard')
(1, 'bi-winged')
(1, 'bi-planes')
(1, 'bi-colored')
(1, 'bgunch')
(1, 'bge')
(1, 'bext')
(1, 'beveled')
(1, 'betwwen')
(1, 'bettwen')
(1, 'better,')
(1, 'beside,')
(1, 'besd')
(1, "bertucci's")
(1, 'berside')
(1, "berry's")
(1, 'berr')
(1, 'bernie')
(1, 'bernese')
(1, 'berm')
(1, 'berdoom')
(1, 'bento,')
(1, 'bengal')
(1, 'benefit')
(1, 'beneficial')
(1, 'benedict,')
(1, 'beneath,')
(1, 'bendy')
(1, 'bender')
(1, 'bended')
(1, 'benchq')
(1, 'benching')
(1, 'benchfour')
(1, 'bench;')
(1, 'bench-lined')
(1, 'bench"')
(1, "ben's")
(1, 'ben"')
(1, 'bemused')
(1, 'bemoated')
(1, 'beluga')
(1, 'beltway')
(1, 'belts,')
(1, 'belts')
(1, 'belted')
(1, 'belng')
(1, 'belmont')
(1, 'belly-down,')
(1, 'bellwether')
(1, 'belltower')
(1, 'bellows')
(1, 'bellon')
(1, 'bellingham')
(1, 'bell-like')
(1, 'belivin')
(1, "believing'")
(1, 'belfry,')
(1, 'belches')
(1, 'beiside')
(1, 'beings')
(1, 'beignet')
(1, 'beign')
(1, 'beige/white')
(1, 'behold')
(1, 'behiind')
(1, 'behavior,')
(1, 'beguiling')
(1, 'begrudgingly')
(1, 'begrimed')
(1, 'begin"')
(1, 'beggar')
(1, 'beg,')
(1, 'beg')
(1, 'before,')
(1, 'befor')
(1, 'bef')
(1, 'beetroot')
(1, 'beetles')
(1, 'bees"')
(1, 'beeping')
(1, 'beek')
(1, 'beeen')
(1, 'beeds')
(1, 'beed')
(1, 'beech')
(1, 'bedstand')
(1, 'bedskirt')
(1, 'bedsides')
(1, 'bedsheets,')
(1, 'bedsheet')
(1, 'bedset')
(1, 'beds,that')
(1, 'bedrroom')
(1, 'bedrooom')
(1, 'bedroomw')
(1, 'bedrom')
(1, 'bedraggled')
(1, 'bedpost,')
(1, 'bedlamps')
(1, 'bedhing')
(1, 'bedframe')
(1, 'bedford')
(1, 'bedet')
(1, 'beddings')
(1, 'bedcovers')
(1, 'bedcover')
(1, 'bedazzled')
(1, 'beday,')
(1, 'beday')
(1, 'bedae')
(1, 'bed,side')
(1, 'bed,couch,side')
(1, "bed's")
(1, 'beckons')
(1, 'beavers')
(1, 'beautifu')
(1, 'beattie')
(1, 'beats,')
(1, 'beats')
(1, 'beatles')
(1, 'beaten,')
(1, 'beast?')
(1, 'beas')
(1, 'bearskin')
(1, "bears'")
(1, 'bearer')
(1, 'bearded,')
(1, 'bear-costumed')
(1, 'bear-')
(1, 'bear,a')
(1, 'bear(?)')
(1, 'bear"')
(1, 'beansprout,')
(1, 'beaneath')
(1, 'beamish')
(1, 'beakers')
(1, 'beak,')
(1, 'beagles')
(1, 'beadh')
(1, 'beachshore')
(1, 'beaching')
(1, 'beach-side')
(1, 'beach"')
(1, 'beaach')
(1, 'bea')
(1, 'be-ribboned')
(1, 'bcouch')
(1, 'bckground')
(1, 'bc')
(1, 'bby')
(1, 'bbq-ed')
(1, 'bbq,')
(1, 'bblack')
(1, 'bbite')
(1, 'bbg')
(1, 'bbca')
(1, 'bbc')
(1, 'bayside')
(1, 'bayshore')
(1, 'bays')
(1, 'baynes')
(1, 'bay,')
(1, 'bavarian')
(1, 'batty')
(1, 'batting,')
(1, 'batthroom')
(1, "batters'")
(1, 'battering')
(1, 'batterbox')
(1, 'batter,catcher,and')
(1, 'batter,catcher')
(1, 'batt')
(1, 'batsman')
(1, 'baton,')
(1, 'baton')
(1, 'bathub,')
(1, 'bathtub,toilet')
(1, 'bathtab')
(1, 'bathroon')
(1, 'bathroomwith')
(1, 'bathroomw')
(1, 'bathroom`')
(1, 'bathroom?')
(1, 'bathroom,looks')
(1, 'bathroom,a')
(1, 'bathroom"')
(1, 'bathrooe')
(1, 'bathoom')
(1, 'bathom')
(1, 'batgirl')
(1, 'baters')
(1, 'bat-mien')
(1, 'basting')
(1, 'bassett')
(1, 'basses')
(1, 'baskett')
(1, 'basketed')
(1, "basket'")
(1, 'baske,t')
(1, 'basinsthe')
(1, 'basins,dustbin,soap')
(1, 'basins,')
(1, 'basinette')
(1, 'basina')
(1, 'basilica')
(1, 'baside')
(1, 'basics')
(1, 'basha')
(1, 'basemen')
(1, "baseman's")
(1, 'basekt')
(1, 'basefield')
(1, 'basebllmound')
(1, 'basebat')
(1, 'baseballlayer')
(1, 'baseballin')
(1, 'baseballers')
(1, 'baseball:')
(1, 'baseball/')
(1, 'baseball-like')
(1, 'basah')
(1, 'barton')
(1, 'bartenders')
(1, 'barron')
(1, 'barrios')
(1, 'barriers,')
(1, 'barrier-ed')
(1, 'barricadee')
(1, 'barrells')
(1, 'barometer')
(1, 'barnum')
(1, 'barn-red')
(1, 'barn-like')
(1, 'barks')
(1, 'barkfast')
(1, 'barista')
(1, 'baring')
(1, 'bargains')
(1, 'bargades')
(1, 'bares')
(1, 'baren')
(1, 'barely-walking')
(1, 'barell')
(1, 'barefoot,')
(1, 'barechested')
(1, 'bare-looking')
(1, 'bare-legged')
(1, 'bare-bones')
(1, 'bardon')
(1, 'barding')
(1, "barclay's")
(1, 'barcardi')
(1, 'barcade')
(1, 'barbie-sized')
(1, 'barbershop,')
(1, 'barbers')
(1, 'barbequed')
(1, 'barbeque,')
(1, 'barbaric')
(1, 'barbara')
(1, 'baracade')
(1, 'bar-type')
(1, 'bar-code')
(1, 'bar-b-q')
(1, "bar's")
(1, 'bar"')
(1, 'baptist')
(1, 'baot')
(1, 'baobab')
(1, 'banquette')
(1, 'banner,')
(1, 'bannas')
(1, 'bannannas,')
(1, 'bannannas')
(1, 'bankers')
(1, 'banked')
(1, 'bangs,')
(1, 'bandshell')
(1, 'bands,')
(1, 'bandmate')
(1, 'banded')
(1, 'bandannas')
(1, 'bandaids')
(1, 'bandaid')
(1, 'bandage,')
(1, 'bananasand')
(1, 'bananas;')
(1, 'bananas,through')
(1, 'bananas,eggs,')
(1, 'banana?')
(1, 'banana-flavored')
(1, 'banana,ginger')
(1, 'banana!')
(1, 'banan')
(1, 'banaas')
(1, 'bamboo-thatch')
(1, 'bamboo,')
(1, 'balzac"')
(1, "baltimore's")
(1, 'balsamic')
(1, 'balsa')
(1, 'baloons')
(1, 'balone')
(1, 'balogna')
(1, 'balm,')
(1, 'ballplayers')
(1, 'balloon,')
(1, 'balll')
(1, 'ballerinas')
(1, 'baller')
(1, 'ballduring')
(1, 'ballcap')
(1, 'ballard')
(1, 'ball?')
(1, 'baldwin')
(1, 'balding,')
(1, 'balconu')
(1, 'balanced,')
(1, 'bakset')
(1, 'bakgropund')
(1, 'bakeware')
(1, 'bakery/pizza')
(1, 'bakery/desert')
(1, 'bakery,')
(1, "bakery's")
(1, 'baked"')
(1, 'bake,')
(1, 'bakcground')
(1, 'bairs')
(1, 'bair')
(1, 'bailey')
(1, 'bahtroom')
(1, 'baguette,')
(1, 'bagpiper')
(1, 'bagles,')
(1, 'bagles')
(1, 'bagle')
(1, 'bagging')
(1, 'bagel?')
(1, 'bagdad')
(1, 'bag?')
(1, 'bag;')
(1, "bag's")
(1, 'baffling')
(1, 'baf')
(1, 'baeach')
(1, 'bacon,pepperoni')
(1, 'bacon,eggs,ham')
(1, 'bacon,,tomato')
(1, 'baclground')
(1, 'backwash')
(1, 'backswing')
(1, 'backstroke')
(1, 'backstops')
(1, 'backstop')
(1, 'backstage')
(1, 'backseats')
(1, 'backseat,')
(1, 'backroom')
(1, 'backroad')
(1, 'backrest')
(1, 'backpocker')
(1, 'backpackers')
(1, 'backpacj')
(1, 'backpac')
(1, 'backlot')
(1, 'backlground')
(1, 'backless')
(1, 'backings')
(1, 'backgruond')
(1, 'backgrund')
(1, 'backgrpound')
(1, 'backgrounds')
(1, 'background?')
(1, 'background=')
(1, 'backgropund')
(1, 'backgroound')
(1, 'backgrond')
(1, 'backgournd')
(1, 'backgorund')
(1, 'backfround')
(1, 'backfor')
(1, 'backends')
(1, 'backdropped')
(1, 'back;')
(1, 'back/')
(1, 'back-swing')
(1, 'back-side')
(1, 'back-mirror')
(1, 'back-hand')
(1, 'back-flip')
(1, 'back-dropped')
(1, 'back)')
(1, 'bachelor')
(1, 'bacardi')
(1, 'babybreath')
(1, 'baby-doll')
(1, 'babseball')
(1, 'baboons,')
(1, 'babolat')
(1, 'babies,')
(1, 'babeall')
(1, 'babay')
(1, 'baband')
(1, 'b;ack')
(1, 'b52')
(1, 'b5')
(1, 'b1')
(1, 'b-day')
(1, 'b-articulated')
(1, 'b&o')
(1, 'azn')
(1, 'ays')
(1, 'ayoung')
(1, 'ay')
(1, 'axles')
(1, 'awoman')
(1, 'awl')
(1, 'awhile')
(1, 'awesome"')
(1, 'awas')
(1, 'awarding')
(1, 'avouch,')
(1, 'avlon')
(1, 'averyw')
(1, 'avertisement')
(1, 'avenue;')
(1, 'avase')
(1, 'avacado,')
(1, 'autumnal')
(1, 'autumn,')
(1, 'autotune')
